"Time results were received","MD5 hash of participants IP address","Controller name","Item number","Element number","Type","Group","PennElementType","PennElementName","Parameter","Value","EventTime","sentence1","Comments"
1552257458,183,"PennController",60,0,"particle","NULL","PennController",60,"_Trial_","Start",1552256991183,"A real friend is someone whom you must consistently stick up for.","NULL"
1552257458,183,"PennController",60,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552257000294,"A real friend is someone whom you must consistently stick up for.","NULL"
1552257458,183,"PennController",60,0,"particle","NULL","PennController",60,"_Trial_","End",1552257001576,"A real friend is someone whom you must consistently stick up for.","NULL"
1552257805,184,"PennController",49,0,"particle","NULL","PennController",49,"_Trial_","Start",1552257244222,"The first snowfall was an event which my brother would impatiently look forward to.","NULL"
1552257805,184,"PennController",49,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552257252752,"The first snowfall was an event which my brother would impatiently look forward to.","NULL"
1552257805,184,"PennController",49,0,"particle","NULL","PennController",49,"_Trial_","End",1552257254537,"The first snowfall was an event which my brother would impatiently look forward to.","NULL"
1552257805,184,"PennController",25,0,"filler","NULL","PennController",25,"_Trial_","Start",1552257254544,"That gray squirrel was a creature that near the tree would bury nuts.","NULL"
1552257805,184,"PennController",25,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552257261426,"That gray squirrel was a creature that near the tree would bury nuts.","NULL"
1552257805,184,"PennController",25,0,"filler","NULL","PennController",25,"_Trial_","End",1552257262729,"That gray squirrel was a creature that near the tree would bury nuts.","NULL"
1552257805,184,"PennController",31,0,"prepositional","NULL","PennController",31,"_Trial_","Start",1552257262735,"The charming neighborhood was a district which young couples could comfortably live in.","NULL"
1552257805,184,"PennController",31,0,"prepositional","NULL","Selector","trial1","Selection","sentence2",1552257274910,"The charming neighborhood was a district which young couples could comfortably live in.","NULL"
1552257805,184,"PennController",31,0,"prepositional","NULL","PennController",31,"_Trial_","End",1552257276093,"The charming neighborhood was a district which young couples could comfortably live in.","NULL"
1552257805,184,"PennController",66,0,"particle","NULL","PennController",66,"_Trial_","Start",1552257276102,"Your strange cousin is a person whom the family must reluctantly put up with.","NULL"
1552257805,184,"PennController",66,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552257289277,"Your strange cousin is a person whom the family must reluctantly put up with.","NULL"
1552257805,184,"PennController",66,0,"particle","NULL","PennController",66,"_Trial_","End",1552257290493,"Your strange cousin is a person whom the family must reluctantly put up with.","NULL"
1552257805,184,"PennController",13,0,"filler","NULL","PennController",13,"_Trial_","Start",1552257290501,"That quiet teenager was an employee who at closing time would wash dishes.","NULL"
1552257805,184,"PennController",13,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552257297630,"That quiet teenager was an employee who at closing time would wash dishes.","NULL"
1552257805,184,"PennController",13,0,"filler","NULL","PennController",13,"_Trial_","End",1552257298893,"That quiet teenager was an employee who at closing time would wash dishes.","NULL"
1552257805,184,"PennController",30,0,"prepositional","NULL","PennController",30,"_Trial_","Start",1552257298900,"The careful argument was a statement which no opponent could easily argue with.","NULL"
1552257805,184,"PennController",30,0,"prepositional","NULL","Selector","trial1","Selection","sentence2",1552257312746,"The careful argument was a statement which no opponent could easily argue with.","NULL"
1552257805,184,"PennController",30,0,"prepositional","NULL","PennController",30,"_Trial_","End",1552257313811,"The careful argument was a statement which no opponent could easily argue with.","NULL"
1552257805,184,"PennController",65,0,"particle","NULL","PennController",65,"_Trial_","Start",1552257313821,"The expert chef was a master whom any amateur must humbly look up to.","NULL"
1552257805,184,"PennController",65,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552257321883,"The expert chef was a master whom any amateur must humbly look up to.","NULL"
1552257805,184,"PennController",65,0,"particle","NULL","PennController",65,"_Trial_","End",1552257322934,"The expert chef was a master whom any amateur must humbly look up to.","NULL"
1552257805,184,"PennController",17,0,"filler","NULL","PennController",17,"_Trial_","Start",1552257322943,"The young man was a student who in the library would read books.","NULL"
1552257805,184,"PennController",17,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552257327962,"The young man was a student who in the library would read books.","NULL"
1552257805,184,"PennController",17,0,"filler","NULL","PennController",17,"_Trial_","End",1552257329210,"The young man was a student who in the library would read books.","NULL"
1552257805,184,"PennController",33,0,"prepositional","NULL","PennController",33,"_Trial_","Start",1552257329216,"The monthly journal is a magazine which all experts should definitely subscribe to.","NULL"
1552257805,184,"PennController",33,0,"prepositional","NULL","Selector","trial1","Selection","sentence1",1552257335961,"The monthly journal is a magazine which all experts should definitely subscribe to.","NULL"
1552257805,184,"PennController",33,0,"prepositional","NULL","PennController",33,"_Trial_","End",1552257337245,"The monthly journal is a magazine which all experts should definitely subscribe to.","NULL"
1552257805,184,"PennController",63,0,"particle","NULL","PennController",63,"_Trial_","Start",1552257337254,"That tall carpenter was the gentleman whom my sister would sometimes go out with.","NULL"
1552257805,184,"PennController",63,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552257344718,"That tall carpenter was the gentleman whom my sister would sometimes go out with.","NULL"
1552257805,184,"PennController",63,0,"particle","NULL","PennController",63,"_Trial_","End",1552257345897,"That tall carpenter was the gentleman whom my sister would sometimes go out with.","NULL"
1552257805,184,"PennController",23,0,"filler","NULL","PennController",23,"_Trial_","Start",1552257345904,"The amateur chef was a cook who in the kitchen would develop recipes.","NULL"
1552257805,184,"PennController",23,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552257351001,"The amateur chef was a cook who in the kitchen would develop recipes.","NULL"
1552257805,184,"PennController",23,0,"filler","NULL","PennController",23,"_Trial_","End",1552257352087,"The amateur chef was a cook who in the kitchen would develop recipes.","NULL"
1552257805,184,"PennController",39,0,"prepositional","NULL","PennController",39,"_Trial_","Start",1552257352096,"Her well-behaved daughter is an angel whom most babysitters would gladly care for.","NULL"
1552257805,184,"PennController",39,0,"prepositional","NULL","Selector","trial1","Selection","sentence2",1552257358879,"Her well-behaved daughter is an angel whom most babysitters would gladly care for.","NULL"
1552257805,184,"PennController",39,0,"prepositional","NULL","PennController",39,"_Trial_","End",1552257359931,"Her well-behaved daughter is an angel whom most babysitters would gladly care for.","NULL"
1552257805,184,"PennController",54,0,"particle","NULL","PennController",54,"_Trial_","Start",1552257359938,"The  upcoming release is an update which the programmer will gladly help out with.","NULL"
1552257805,184,"PennController",54,0,"particle","NULL","Selector","trial1","Selection","sentence1",1552257368297,"The  upcoming release is an update which the programmer will gladly help out with.","NULL"
1552257805,184,"PennController",54,0,"particle","NULL","PennController",54,"_Trial_","End",1552257369483,"The  upcoming release is an update which the programmer will gladly help out with.","NULL"
1552257805,184,"PennController",9,0,"filler","NULL","PennController",9,"_Trial_","Start",1552257369492,"That old song was a tune that by the end would sound familiar.","NULL"
1552257805,184,"PennController",9,0,"filler","NULL","Selector","trial1","Selection","sentence2",1552257374630,"That old song was a tune that by the end would sound familiar.","NULL"
1552257805,184,"PennController",9,0,"filler","NULL","PennController",9,"_Trial_","End",1552257375803,"That old song was a tune that by the end would sound familiar.","NULL"
1552257805,184,"PennController",28,0,"prepositional","NULL","PennController",28,"_Trial_","Start",1552257375811,"The exhausting trip was a vacation which my friends will barely recover from.","NULL"
1552257805,184,"PennController",28,0,"prepositional","NULL","Selector","trial1","Selection","sentence2",1552257385511,"The exhausting trip was a vacation which my friends will barely recover from.","NULL"
1552257805,184,"PennController",28,0,"prepositional","NULL","PennController",28,"_Trial_","End",1552257386701,"The exhausting trip was a vacation which my friends will barely recover from.","NULL"
